distance_km,duration_min,vehicle_type,make,model,vehicle_year,seats,fuel_type,nominal_l_per_100km,allowed_load_kg,passengers,load_kg,traffic_band,weather,ac_used,urban_share,highway_share,actual_liters
169.0,168.3,Bus,Toyota,Coaster,2023,40,Petrol,19.7,3000,5,457.6,High,Windy,1,0.34,0.66,48.42
347.3,360.2,Van,Hyundai,H1,2016,14,Petrol,8.5,700,1,160.9,High,Rain,0,0.19,0.81,40.87
52.8,88.0,Car,Toyota,Corolla,2023,4,Diesel,8.0,600,1,585.0,High,Clear,1,0.17,0.83,5.96
436.6,403.0,Van,Ford,Transit,2021,10,Petrol,9.8,700,4,564.7,Low,Clear,0,0.12,0.88,47.28
18.2,41.0,Van,Hyundai,H1,2023,14,Diesel,11.3,1100,4,1099.7,Low,Rain,0,0.8,0.2,2.87
374.7,415.0,Van,Toyota,Hiace,2019,8,Diesel,9.9,700,1,59.2,Medium,Rain,1,0.46,0.54,49.0
411.7,949.6,Car,Toyota,Corolla,2017,5,Petrol,7.5,600,3,359.6,High,Clear,1,0.59,0.41,43.82
370.7,347.8,Van,Ford,Transit,2025,8,Petrol,11.7,900,8,582.2,High,Clear,0,0.49,0.51,56.6
101.2,166.4,Bus,Isuzu,Bus,2018,30,Petrol,13.7,2000,16,693.8,Low,Hot,0,0.75,0.25,16.57
364.1,805.4,Bus,Isuzu,Bus,2023,30,Diesel,17.1,1500,9,214.9,Medium,Hot,0,0.28,0.72,68.98
285.7,324.8,Car,Toyota,Corolla,2016,5,Diesel,6.1,400,5,378.6,Low,Hot,1,0.68,0.32,25.0
436.9,420.0,Van,Toyota,Hiace,2017,12,Petrol,12.2,1100,5,597.9,Low,Clear,1,0.9,0.1,71.79
245.3,348.7,Van,Hyundai,H1,2020,8,Diesel,10.7,700,2,583.6,Low,Hot,1,0.58,0.42,33.29
272.0,398.0,Car,Hyundai,Elantra,2018,5,Petrol,7.7,600,2,288.7,Medium,Rain,0,0.33,0.67,27.98
290.8,541.4,Bus,Toyota,Coaster,2024,18,Diesel,15.5,1500,18,678.7,Medium,Rain,1,0.19,0.81,65.24
115.7,208.3,Bus,Toyota,Coaster,2024,30,Diesel,18.8,2000,1,333.5,High,Windy,0,0.16,0.84,25.42
248.3,624.7,Van,Ford,Transit,2024,10,Diesel,11.8,900,4,254.0,Medium,Hot,0,0.85,0.15,35.25
138.5,265.6,Van,Ford,Transit,2017,8,Petrol,10.2,1100,4,406.4,High,Hot,0,0.71,0.29,18.98
232.4,348.6,Van,Toyota,Hiace,2024,10,Petrol,8.7,900,1,820.8,Medium,Windy,1,0.52,0.48,26.83
381.1,519.0,Car,Kia,Cerato,2022,5,Petrol,6.1,600,1,468.0,Low,Windy,0,0.56,0.44,29.53
382.3,782.8,Car,Toyota,Corolla,2024,5,Petrol,6.2,500,3,318.8,Medium,Rain,1,0.56,0.44,34.48
144.0,139.8,Bus,Isuzu,Bus,2025,40,Petrol,15.2,3000,22,714.3,Medium,Clear,0,0.21,0.79,23.27
36.3,98.4,Van,Toyota,Hiace,2017,14,Petrol,12.1,700,1,174.4,High,Rain,0,0.46,0.54,6.05
269.4,310.2,Van,Hyundai,H1,2016,8,Diesel,10.0,700,3,223.1,High,Windy,0,0.14,0.86,38.4
121.6,309.3,Bus,Toyota,Coaster,2022,40,Diesel,16.5,1500,20,391.4,Medium,Rain,1,0.39,0.61,28.9
360.5,360.4,Car,Hyundai,Elantra,2020,4,Diesel,7.1,400,2,312.8,Medium,Windy,0,0.19,0.81,32.51
72.7,155.6,Bus,Isuzu,Bus,2018,40,Petrol,14.1,1500,29,525.3,Medium,Rain,1,0.44,0.56,15.03
359.6,431.1,Car,Kia,Cerato,2024,4,Diesel,6.2,600,1,461.1,High,Clear,0,0.5,0.5,29.82
419.2,413.0,Car,Hyundai,Elantra,2023,4,Diesel,6.4,600,3,278.7,High,Rain,1,0.82,0.18,43.13
196.4,232.4,Car,Hyundai,Elantra,2019,5,Petrol,6.6,500,5,43.1,High,Windy,0,0.41,0.59,16.33
26.0,43.9,Bus,Isuzu,Bus,2020,22,Petrol,16.5,2000,10,790.3,Medium,Rain,1,0.73,0.27,6.49
308.6,375.2,Bus,Toyota,Coaster,2023,30,Petrol,18.4,3000,3,551.9,Medium,,0,0.66,0.34,72.21
322.8,362.0,Bus,Isuzu,Bus,2021,40,Petrol,17.8,1500,5,736.0,Medium,Hot,0,0.32,0.68,73.66
397.1,959.6,Van,Ford,Transit,2019,10,Petrol,9.6,700,2,370.0,High,Rain,1,0.5,0.5,57.44
195.2,198.7,Van,Hyundai,H1,2020,12,Petrol,12.2,900,9,793.5,High,Clear,1,0.61,0.39,33.41
243.8,232.3,Bus,Isuzu,Bus,2018,30,Petrol,14.7,3000,9,1051.5,High,Rain,1,0.94,0.06,57.97
51.6,71.3,Car,Kia,Cerato,2023,5,Petrol,7.2,600,3,238.6,Low,Clear,1,0.7,0.3,4.19
72.2,165.2,Car,Nissan,Sunny,2017,4,Petrol,7.3,400,4,31.4,Low,Hot,0,0.54,0.46,6.14
107.4,104.5,Car,Hyundai,Elantra,2018,4,Diesel,6.1,400,4,195.3,Medium,Clear,0,0.87,0.13,8.27
32.5,61.3,Bus,Mercedes,Sprinter,2020,30,Diesel,14.3,2000,10,1115.7,High,Hot,0,0.6,0.4,6.83
20.5,60.6,Car,Hyundai,Elantra,2017,5,Diesel,6.8,600,1,285.1,Medium,Hot,0,0.41,0.59,1.89
197.6,196.1,Van,Toyota,Hiace,2022,12,Petrol,8.6,1100,5,119.4,Low,Rain,1,0.35,0.65,19.54
348.7,471.7,Car,Nissan,Sunny,2020,5,Petrol,6.3,600,1,233.0,High,Hot,1,0.46,0.54,30.67
109.2,166.1,Bus,Toyota,Coaster,2024,22,Diesel,15.7,2000,21,687.6,Medium,Rain,0,0.41,0.59,21.48
14.9,46.7,Bus,Toyota,Coaster,2018,40,Petrol,13.2,3000,23,556.4,High,Hot,1,0.11,0.89,2.99
210.0,299.2,Car,Toyota,Corolla,2017,5,Petrol,6.9,600,2,303.2,Medium,Hot,0,0.18,0.82,18.81
273.4,370.7,Bus,Toyota,Coaster,2018,22,Diesel,16.1,1500,3,550.1,High,Windy,1,0.33,0.67,59.65
68.0,78.9,Car,Kia,Cerato,2025,5,Diesel,7.9,400,1,289.9,Low,Clear,0,0.64,0.36,5.86
77.5,105.8,Car,Hyundai,Elantra,2024,4,Diesel,6.7,500,3,22.4,Low,Rain,0,0.24,0.76,5.65
424.6,496.8,Car,Nissan,Sunny,2021,5,Petrol,6.0,400,1,54.8,High,Windy,0,0.62,0.38,35.51
106.2,128.0,Van,Toyota,Hiace,2021,14,Diesel,8.8,700,1,578.2,Low,Hot,0,0.13,0.87,10.12
260.4,422.9,Car,Nissan,Sunny,2024,5,Petrol,8.3,600,3,151.7,High,Hot,1,0.45,0.55,31.27
431.9,444.9,Car,Kia,Cerato,2017,5,Petrol,8.4,400,2,391.4,Low,Windy,0,0.28,0.72,45.85
402.1,724.3,Car,Kia,Cerato,2023,5,Petrol,6.6,400,3,186.4,High,Hot,1,0.84,0.16,38.05
445.4,409.9,Van,Toyota,Hiace,2019,14,Diesel,10.3,1100,9,563.7,High,Windy,0,0.37,0.63,59.64
180.1,252.4,Car,Kia,Cerato,2016,5,Petrol,6.1,500,1,194.8,Medium,Hot,0,0.58,0.42,14.9
301.4,375.0,Van,Toyota,Hiace,2016,8,Petrol,10.5,1100,2,1047.1,Low,Rain,1,0.18,0.82,46.55
287.1,418.6,Van,Ford,Transit,2018,14,Petrol,8.7,1100,4,360.3,Medium,Clear,0,0.95,0.05,33.2
40.1,90.6,Van,Toyota,Hiace,2016,8,Petrol,9.1,900,3,817.7,Medium,Windy,1,0.64,0.36,5.39
27.0,63.2,Car,Nissan,Sunny,2024,4,Petrol,8.1,500,3,329.1,Low,Clear,0,0.11,0.89,2.32
395.8,554.0,Bus,Isuzu,Bus,2016,18,Diesel,13.0,2000,10,96.0,High,Windy,0,0.91,0.09,77.64
156.5,361.7,Bus,Toyota,Coaster,2025,30,Petrol,18.3,1500,2,90.0,Medium,Clear,0,0.44,0.56,32.11
123.8,156.5,Van,Hyundai,H1,2024,8,Diesel,11.6,700,4,470.3,High,Windy,1,0.59,0.41,22.89
8.6,29.7,Van,Hyundai,H1,2021,14,Petrol,10.0,700,1,69.6,Low,Rain,1,0.32,0.68,1.12
102.4,189.0,Van,Toyota,Hiace,2018,8,Petrol,11.0,1100,2,95.3,High,Clear,0,0.65,0.35,15.54
399.4,806.8,Bus,Isuzu,Bus,2018,40,Diesel,16.6,1500,29,279.5,Low,Clear,1,0.86,0.14,78.23
269.1,327.8,Bus,Toyota,Coaster,2018,30,Petrol,19.0,1500,6,486.4,Low,Hot,1,0.67,0.33,69.42
314.2,642.3,Van,Hyundai,H1,2016,10,Petrol,8.8,900,2,99.9,Medium,Hot,0,0.71,0.29,35.94
259.9,336.9,Car,Hyundai,Elantra,2024,4,Diesel,6.9,600,3,348.0,Medium,Clear,0,0.53,0.47,20.58
79.5,99.6,Bus,Isuzu,Bus,2023,30,Petrol,17.0,2000,17,72.5,Low,Windy,0,0.51,0.49,15.46
390.5,459.2,Car,Nissan,Sunny,2020,4,Diesel,8.0,500,2,100.7,Medium,Hot,0,0.15,0.85,37.63
444.4,512.8,Car,Hyundai,Elantra,2023,4,Petrol,6.6,500,1,51.7,Medium,Hot,0,0.67,0.33,37.56
226.6,223.1,Car,Kia,Cerato,2023,4,Petrol,6.5,400,1,112.6,High,Hot,0,0.86,0.14,21.42
107.7,120.2,Van,Hyundai,H1,2025,10,Petrol,8.5,700,6,290.6,High,Clear,0,0.21,0.79,10.7
388.0,747.6,Van,Ford,Transit,2016,8,Diesel,10.4,900,4,125.0,Low,Windy,0,0.82,0.18,49.73
221.6,293.8,Car,Hyundai,Elantra,2022,4,Petrol,8.0,400,3,388.2,Medium,Rain,1,0.91,0.09,28.6
132.7,145.5,Car,Toyota,Corolla,2025,5,Petrol,6.9,400,1,187.6,Medium,Rain,0,0.68,0.32,12.37
89.4,99.7,Van,Toyota,Hiace,2023,12,Diesel,11.1,900,7,796.2,Low,Clear,1,0.92,0.08,12.13
383.3,457.7,Bus,Isuzu,Bus,2024,30,Diesel,14.9,1500,18,887.2,High,Clear,1,0.23,0.77,74.88
363.2,358.6,Bus,Isuzu,Bus,2021,40,Petrol,14.8,1500,19,1137.7,Low,,0,0.41,0.59,59.96
227.3,548.9,Bus,Mercedes,Sprinter,2024,18,Diesel,13.6,2000,9,456.4,Medium,Rain,1,0.52,0.48,44.28
215.1,217.8,Van,Toyota,Hiace,2025,12,Petrol,12.4,900,12,543.3,High,Rain,0,0.47,0.53,40.93
44.0,89.4,Van,Toyota,Hiace,2024,8,Petrol,10.8,1100,3,368.9,Medium,Rain,1,0.36,0.64,6.41
123.2,203.0,Van,Hyundai,H1,2017,10,Diesel,9.5,1100,5,76.9,High,Windy,0,0.31,0.69,16.37
105.6,114.9,Van,Toyota,Hiace,2023,8,Petrol,10.3,900,1,46.4,High,Clear,1,0.9,0.1,15.82
74.6,137.6,Van,Ford,Transit,2021,14,Diesel,8.9,1100,5,818.3,Low,Rain,1,0.32,0.68,9.14
104.0,155.0,Bus,Mercedes,Sprinter,2018,18,Diesel,17.8,2000,14,492.4,Medium,Rain,0,0.27,0.73,21.81
15.9,27.3,Bus,Isuzu,Bus,2017,30,Petrol,18.7,2000,17,796.8,Low,Clear,0,0.88,0.12,3.46
16.8,55.3,Car,Kia,Cerato,2022,5,Petrol,7.7,400,1,312.3,Low,Rain,0,0.52,0.48,1.53
408.4,956.2,Bus,Toyota,Coaster,2018,30,Diesel,18.0,3000,19,877.0,Medium,Hot,1,0.21,0.79,94.94
105.9,147.9,Car,Hyundai,Elantra,2023,4,Petrol,6.4,600,2,20.8,Medium,Rain,0,0.76,0.24,8.31
25.3,65.6,Van,Toyota,Hiace,2023,14,Diesel,10.1,700,13,672.5,High,Hot,0,0.42,0.58,3.42
286.3,524.2,Van,Ford,Transit,2024,10,Diesel,12.1,1100,8,739.5,High,Rain,1,0.55,0.45,52.08
68.0,149.3,Van,Toyota,Hiace,2018,10,Petrol,9.3,700,1,451.6,High,Windy,1,0.95,0.05,9.67
172.8,187.8,Bus,Mercedes,Sprinter,2016,22,Diesel,18.1,2000,11,269.1,High,Clear,1,0.31,0.69,45.64
51.5,103.9,Bus,Mercedes,Sprinter,2020,18,Petrol,14.9,3000,11,290.4,High,Windy,0,0.66,0.34,9.93
107.0,119.9,Van,Toyota,Hiace,2022,14,Petrol,11.1,1100,6,437.0,Medium,Windy,1,0.14,0.86,14.61
39.5,61.7,Car,Kia,Cerato,2017,4,Diesel,7.1,600,3,268.4,Low,Clear,1,0.6,0.4,3.27
80.1,91.4,Car,Toyota,Corolla,2020,5,Petrol,8.0,400,1,256.6,High,Rain,0,0.22,0.78,9.35
185.7,238.8,Car,Nissan,Sunny,2023,5,Petrol,7.2,600,2,63.0,Medium,Rain,1,0.3,0.7,18.53
243.0,333.0,Bus,Mercedes,Sprinter,2024,40,Diesel,19.7,3000,23,299.9,High,Hot,1,0.27,0.73,67.55
75.6,102.1,Bus,Isuzu,Bus,2016,30,Diesel,14.3,1500,1,934.0,Medium,Rain,1,0.94,0.06,16.78
141.2,195.2,Car,Toyota,Corolla,2022,4,Petrol,6.4,600,4,252.5,High,Rain,1,0.88,0.12,15.11
186.0,295.4,Van,Hyundai,H1,2016,8,Diesel,9.5,900,8,195.3,High,Rain,1,0.58,0.42,28.1
147.9,340.2,Bus,Isuzu,Bus,2019,30,Diesel,14.0,3000,15,868.4,Low,Windy,1,0.19,0.81,24.66
281.2,355.5,Van,Toyota,Hiace,2024,8,Diesel,11.9,1100,6,680.7,Medium,Windy,1,0.66,0.34,43.69
181.0,182.4,Van,Ford,Transit,2017,12,Diesel,11.6,900,10,233.4,High,Windy,1,0.59,0.41,29.85
227.7,467.0,Bus,Isuzu,Bus,2021,22,Petrol,14.0,1500,7,1186.2,High,Windy,0,0.31,0.69,40.76
150.4,155.8,Car,Toyota,Corolla,2023,4,Petrol,6.3,500,2,157.8,High,Rain,1,0.39,0.61,14.78
174.8,399.2,Car,Toyota,Corolla,2020,4,Petrol,6.8,600,2,348.6,Low,Hot,1,0.19,0.81,15.31
433.9,536.5,Van,Hyundai,H1,2023,14,Diesel,9.3,1100,13,105.2,High,Hot,0,0.32,0.68,51.41
170.1,169.9,Van,Hyundai,H1,2024,10,Diesel,8.8,700,3,149.5,Medium,Hot,0,0.13,0.87,17.02
322.8,466.7,Van,Toyota,Hiace,2023,8,Diesel,8.6,700,7,551.4,High,Clear,0,0.57,0.43,39.75
200.0,333.5,Van,Hyundai,H1,2023,8,Diesel,9.1,1100,4,1093.0,Medium,Hot,1,0.15,0.85,23.8
339.5,376.0,Bus,Isuzu,Bus,2023,30,Petrol,16.0,2000,25,208.2,Low,Hot,0,0.63,0.37,59.21
102.7,185.9,Bus,Mercedes,Sprinter,2016,22,Diesel,14.4,1500,3,886.2,Low,Rain,1,0.41,0.59,20.97
82.2,101.8,Bus,Isuzu,Bus,2016,30,Petrol,18.3,2000,3,1131.0,Low,Hot,1,0.79,0.21,19.16
45.4,76.5,Car,Kia,Cerato,2016,5,Diesel,6.2,600,2,189.8,Medium,Clear,1,0.79,0.21,3.9
372.1,532.3,Bus,Mercedes,Sprinter,2021,40,Petrol,17.5,3000,39,1124.1,Low,Windy,0,0.43,0.57,74.92
145.9,355.5,Bus,Toyota,Coaster,2018,22,Petrol,15.4,1500,11,474.6,High,Windy,1,0.88,0.12,35.13
62.8,136.7,Bus,Mercedes,Sprinter,2017,40,Diesel,17.0,1500,34,560.3,High,Clear,0,0.69,0.31,15.53
360.1,342.6,Bus,Mercedes,Sprinter,2016,40,Petrol,19.0,2000,23,142.2,High,Windy,1,0.25,0.75,93.65
207.2,398.2,Car,Nissan,Sunny,2024,5,Diesel,7.9,400,3,76.9,Low,Rain,0,0.42,0.58,18.57
136.0,209.2,Car,Hyundai,Elantra,2020,4,Petrol,7.7,400,1,135.8,High,Rain,1,0.11,0.89,15.24
226.1,283.2,Bus,Toyota,Coaster,2023,30,Diesel,13.5,2000,13,524.0,High,Hot,0,0.91,0.09,43.41
257.4,605.9,Van,Hyundai,H1,2021,14,Petrol,9.8,700,7,257.5,Low,Hot,0,0.12,0.88,27.47
145.5,178.5,Car,Kia,Cerato,2021,5,Diesel,6.5,400,2,185.6,Medium,Hot,1,0.25,0.75,12.67
17.0,32.0,Van,Hyundai,H1,2024,8,Petrol,9.8,900,4,200.2,Low,Hot,0,0.14,0.86,1.85
170.6,288.7,Bus,Mercedes,Sprinter,2017,22,Diesel,19.0,1500,4,859.2,High,Hot,1,0.56,0.44,50.27
142.6,229.1,Bus,Mercedes,Sprinter,2022,30,Diesel,14.8,3000,27,815.0,Low,Rain,0,0.58,0.42,25.24
130.4,145.7,Car,Kia,Cerato,2022,5,Petrol,7.9,500,1,306.0,High,Hot,0,0.35,0.65,13.43
25.2,58.1,Car,Toyota,Corolla,2017,4,Petrol,6.5,500,2,402.0,Low,Windy,1,0.9,0.1,2.36
233.6,436.1,Car,Nissan,Sunny,2018,5,Petrol,7.4,600,1,53.1,Medium,Rain,1,0.12,0.88,23.66
88.9,194.9,Van,Toyota,Hiace,2022,10,Petrol,10.7,700,1,242.1,Low,Windy,0,0.85,0.15,11.81
31.5,66.5,Car,Nissan,Sunny,2016,4,Petrol,7.6,600,2,497.1,Medium,Hot,0,0.25,0.75,3.19
230.0,284.7,Van,Ford,Transit,2017,10,Diesel,9.4,900,9,823.5,Medium,Hot,1,0.49,0.51,30.03
324.0,632.1,Car,Hyundai,Elantra,2019,4,Petrol,7.7,400,2,152.7,Low,Rain,0,0.55,0.45,29.69
372.4,708.0,Van,Toyota,Hiace,2021,8,Diesel,10.2,1100,2,944.8,Medium,Hot,0,0.63,0.37,49.93
384.7,446.4,Bus,Isuzu,Bus,2025,18,Petrol,15.5,3000,10,432.9,Medium,Hot,0,0.94,0.06,79.66
374.1,735.0,Bus,Toyota,Coaster,2025,40,Diesel,18.3,3000,20,747.8,High,Hot,1,0.38,0.62,99.07
124.3,184.9,Bus,Toyota,Coaster,2023,22,Petrol,17.1,3000,14,519.2,Medium,Clear,1,0.59,0.41,26.02
383.5,620.8,Van,Hyundai,H1,2025,14,Diesel,9.5,900,9,190.3,High,Windy,0,0.45,0.55,45.74
17.4,32.7,Car,Nissan,Sunny,2024,4,Petrol,8.5,500,2,338.2,High,Rain,0,0.38,0.62,2.02
378.7,705.6,Car,Nissan,Sunny,2016,5,Petrol,6.7,600,3,228.0,Low,Hot,0,0.57,0.43,30.88
375.9,393.5,Van,Hyundai,H1,2020,10,Diesel,11.0,1100,6,469.3,Low,,0,0.89,0.11,46.93
268.5,271.1,Car,Toyota,Corolla,2017,5,Petrol,7.8,600,2,30.0,Medium,Rain,1,0.18,0.82,27.03
295.9,372.2,Van,Hyundai,H1,2016,14,Petrol,10.8,1100,11,887.9,Low,Clear,0,0.46,0.54,39.91
127.0,204.0,Van,Hyundai,H1,2023,10,Petrol,10.9,700,7,576.6,Medium,Hot,1,0.9,0.1,19.61
422.8,785.8,Bus,Toyota,Coaster,2018,40,Diesel,14.0,2000,22,298.4,High,Windy,1,0.77,0.23,83.64
150.2,332.8,Bus,Toyota,Coaster,2022,30,Diesel,15.6,1500,8,650.6,Medium,Clear,1,0.81,0.19,32.83
298.0,292.8,Car,Hyundai,Elantra,2018,4,Petrol,6.0,400,1,373.1,Medium,Hot,0,0.64,0.36,24.24
251.6,481.4,Bus,Isuzu,Bus,2021,22,Diesel,17.3,3000,10,221.0,Medium,Hot,1,0.19,0.81,51.37
166.7,203.9,Van,Toyota,Hiace,2016,8,Petrol,9.8,700,8,228.9,Medium,Hot,1,0.64,0.36,22.34
209.5,368.7,Car,Nissan,Sunny,2025,4,Petrol,6.9,500,2,37.6,Low,Rain,0,0.29,0.71,15.5
230.2,237.7,Car,Hyundai,Elantra,2023,4,Diesel,7.1,400,1,154.0,Low,Rain,1,0.27,0.73,19.81
375.1,664.2,Van,Toyota,Hiace,2021,8,Diesel,10.3,900,4,444.7,High,Clear,0,0.54,0.46,53.36
335.3,320.0,Van,Hyundai,H1,2023,14,Diesel,10.5,1100,7,656.0,Low,Windy,0,0.28,0.72,39.22
311.8,640.9,Van,Hyundai,H1,2016,8,Diesel,10.9,1100,6,538.1,High,Clear,0,0.81,0.19,48.68
178.5,202.1,Bus,Toyota,Coaster,2020,30,Diesel,19.3,1500,17,371.1,High,Rain,1,0.47,0.53,52.25
380.0,843.4,Bus,Isuzu,Bus,2017,30,Diesel,18.3,1500,15,899.3,Medium,Clear,0,0.35,0.65,85.58
356.5,362.2,Van,Ford,Transit,2017,12,Petrol,12.2,900,8,689.3,Low,Rain,0,0.17,0.83,56.01
443.8,583.5,Van,Ford,Transit,2025,8,Petrol,11.6,1100,5,1040.9,Medium,Clear,0,0.73,0.27,66.53
265.4,480.4,Bus,Mercedes,Sprinter,2022,30,Petrol,15.2,3000,3,761.0,High,Windy,0,0.74,0.26,54.21
261.2,266.4,Car,Hyundai,Elantra,2017,5,Diesel,6.0,600,2,575.9,High,Hot,1,0.36,0.64,25.15
24.0,63.2,Car,Toyota,Corolla,2017,5,Diesel,8.1,400,3,100.6,Medium,Hot,1,0.16,0.84,2.5
183.4,319.2,Van,Toyota,Hiace,2025,10,Diesel,11.3,1100,10,85.2,Low,Windy,1,0.93,0.07,27.34
111.5,152.2,Van,Ford,Transit,2022,10,Petrol,8.8,900,6,715.1,Low,Clear,1,0.35,0.65,11.53
192.7,208.9,Van,Hyundai,H1,2025,10,Diesel,10.3,700,1,253.3,Low,Windy,0,0.54,0.46,22.1
287.4,522.4,Car,Toyota,Corolla,2021,4,Petrol,7.6,600,3,257.6,Medium,Clear,1,0.92,0.08,26.62
393.2,651.7,Van,Toyota,Hiace,2024,14,Diesel,10.2,900,5,418.9,High,Hot,1,0.78,0.22,64.69
258.5,491.4,Van,Hyundai,H1,2016,12,Diesel,11.3,1100,5,1033.6,High,Rain,1,0.84,0.16,52.07
123.3,239.6,Bus,Isuzu,Bus,2023,40,Diesel,14.0,2000,28,971.1,High,Clear,0,0.74,0.26,24.18
202.2,236.0,Van,Toyota,Hiace,2023,8,Diesel,10.5,700,4,518.0,Low,Rain,1,0.75,0.25,28.62
87.9,179.9,Car,Toyota,Corolla,2016,5,Petrol,6.5,600,3,476.8,Low,Windy,0,0.66,0.34,6.74
342.3,740.4,Bus,Isuzu,Bus,2020,30,Diesel,16.2,1500,23,603.8,High,Windy,0,0.58,0.42,71.38
49.0,63.5,Bus,Mercedes,Sprinter,2020,18,Diesel,17.3,3000,9,661.9,Medium,Clear,1,0.23,0.77,10.14
87.6,230.9,Car,Hyundai,Elantra,2018,4,Diesel,6.9,500,2,102.7,Low,Clear,0,0.13,0.87,6.2
30.0,51.4,Car,Nissan,Sunny,2018,4,Diesel,6.4,500,1,305.4,Low,Rain,1,0.71,0.29,2.45
31.7,48.6,Car,Toyota,Corolla,2016,5,Petrol,7.2,600,5,580.1,Low,Rain,0,0.62,0.38,2.84
335.7,442.2,Car,Toyota,Corolla,2016,4,Diesel,7.4,500,4,257.9,Low,Clear,0,0.78,0.22,28.13
141.3,225.3,Car,Hyundai,Elantra,2020,4,Diesel,7.2,400,2,333.5,Medium,Windy,0,0.26,0.74,12.07
264.6,435.5,Car,Kia,Cerato,2016,4,Diesel,6.4,600,4,532.3,Medium,Clear,0,0.67,0.33,21.82
15.7,22.1,Van,Hyundai,H1,2024,8,Petrol,11.1,1100,6,913.3,Medium,Windy,0,0.42,0.58,2.08
447.0,496.8,Bus,Isuzu,Bus,2022,18,Diesel,14.2,2000,18,1064.2,Medium,Rain,1,0.77,0.23,97.5
338.4,475.4,Car,Toyota,Corolla,2024,5,Petrol,6.8,500,1,488.8,Low,Clear,1,0.35,0.65,29.53
376.0,403.3,Car,Nissan,Sunny,2018,4,Petrol,7.0,600,3,333.4,High,Rain,1,0.48,0.52,44.39
79.8,78.5,Van,Hyundai,H1,2016,12,Petrol,10.2,700,12,354.3,High,Hot,0,0.41,0.59,11.26
206.8,260.2,Car,Toyota,Corolla,2022,5,Petrol,6.6,500,1,267.8,High,Clear,0,0.31,0.69,17.23
94.7,150.5,Bus,Isuzu,Bus,2023,22,Diesel,18.7,1500,22,647.7,High,Rain,0,0.43,0.57,25.18
415.0,432.8,Van,Hyundai,H1,2016,12,Petrol,10.1,700,9,208.6,Low,Hot,1,0.2,0.8,48.58
314.0,481.5,Bus,Mercedes,Sprinter,2021,30,Petrol,13.6,3000,19,1156.2,Medium,Hot,0,0.26,0.74,50.09
424.8,498.4,Car,Kia,Cerato,2022,5,Petrol,7.0,500,5,447.5,Medium,Rain,1,0.48,0.52,44.65
311.5,595.3,Bus,Isuzu,Bus,2017,18,Petrol,18.7,3000,8,625.7,High,Windy,0,0.23,0.77,81.86
356.4,549.1,Car,Nissan,Sunny,2019,5,Petrol,7.7,400,4,138.4,Low,Windy,1,0.11,0.89,31.39
422.5,500.5,Bus,Isuzu,Bus,2022,30,Diesel,13.8,1500,11,428.2,Low,Windy,1,0.2,0.8,62.97
112.8,222.4,Van,Hyundai,H1,2024,14,Diesel,8.6,700,2,511.9,High,Hot,0,0.94,0.06,13.4
339.4,605.6,Car,Kia,Cerato,2022,5,Diesel,6.0,600,3,201.0,High,Clear,1,0.66,0.34,30.11
8.0,33.7,Van,Hyundai,H1,2019,8,Diesel,8.9,700,4,675.5,Medium,Rain,0,0.32,0.68,0.95
372.6,415.6,Car,Hyundai,Elantra,2018,5,Diesel,7.9,600,4,592.4,High,Rain,1,0.7,0.3,48.33
384.3,540.1,Car,Kia,Cerato,2022,4,Petrol,8.4,600,3,478.3,Medium,Rain,1,0.81,0.19,49.14
220.1,351.1,Car,Nissan,Sunny,2025,4,Diesel,8.0,500,2,170.3,Medium,Hot,1,0.15,0.85,23.46
77.8,152.3,Car,Kia,Cerato,2021,5,Petrol,8.1,600,1,582.5,High,Windy,1,0.65,0.35,9.03
108.9,207.9,Car,Toyota,Corolla,2022,4,Diesel,7.2,400,3,210.2,High,Hot,0,0.55,0.45,10.5
45.5,58.5,Van,Toyota,Hiace,2018,12,Diesel,11.9,700,4,466.4,Medium,Clear,0,0.31,0.69,6.09
176.3,162.4,Van,Toyota,Hiace,2024,10,Petrol,10.5,700,1,699.7,Low,Clear,1,0.57,0.43,23.37
52.6,80.0,Car,Hyundai,Elantra,2019,5,Diesel,8.3,500,5,414.9,High,Rain,0,0.76,0.24,6.29
293.4,300.1,Bus,Isuzu,Bus,2025,18,Diesel,18.1,2000,17,407.8,Medium,Clear,0,0.17,0.83,63.88
305.8,310.8,Bus,Mercedes,Sprinter,2024,18,Petrol,16.3,1500,1,576.6,Medium,Clear,0,0.5,0.5,62.88
306.2,304.3,Bus,Mercedes,Sprinter,2019,40,Petrol,19.8,1500,25,316.6,Medium,Clear,0,0.51,0.49,75.25
168.0,273.5,Car,Toyota,Corolla,2024,4,Petrol,8.0,600,1,28.5,High,Windy,1,0.27,0.73,18.99
250.4,249.5,Car,Nissan,Sunny,2022,4,Petrol,8.0,500,4,29.6,Medium,Windy,0,0.47,0.53,24.42
403.1,404.5,Bus,Mercedes,Sprinter,2022,18,Diesel,15.3,3000,1,586.8,Low,Hot,0,0.41,0.59,74.71
229.0,398.8,Car,Toyota,Corolla,2020,4,Petrol,7.4,500,1,374.5,High,Clear,0,0.37,0.63,21.49
315.7,463.4,Van,Ford,Transit,2022,12,Petrol,11.6,1100,4,741.2,High,Windy,0,0.36,0.64,46.44
370.0,448.1,Van,Hyundai,H1,2024,12,Petrol,11.6,700,2,237.6,Low,Windy,1,0.73,0.27,56.5
